shipment_id,export_country,import_country,commodity,hs_code,quantity,declared_value_usd,transport_mode,departure_port,arrival_port,transit_time_days,delay_status,contract_value_usd,payment_terms,currency_exchange_rate,market_price_per_unit,price_volatility_index,anomaly_flag,weight_kg,shipping_cost_usd
SHP01981,China,Ghana,Textiles,847130.0,1234.0,40561.0,Ship,Qingdao,Cairo,5.0,On-Time,40411.0,On Delivery,62.34,738.21,0.29,0.0,430.52,117.48
SHP01982,China,Ghana,Machinery,100610.0,4503.0,23632.0,Air,Guangzhou,Mombasa,7.0,On-Time,23761.0,Prepaid,2.53,1350.47,0.22,0.0,189602.11,951630.94
SHP01983,China,Ghana,Machinery,847130.0,1579.0,101920.0,Road,Guangzhou,Durban,11.0,On-Time,102854.0,On Delivery,65.48,335.69,0.32,1.0,44729.08,46277.45
SHP01984,China,Ghana,Machinery,100610.0,4566.0,56645.0,Road,Qingdao,Cairo,10.0,On-Time,57428.0,Credit,47.58,1768.13,0.12,0.0,133869.43,81379.72
SHP01985,China,Ghana,Machinery,847130.0,4895.0,37532.0,Rail,Shenzhen,Dar es Salaam,27.0,On-Time,37093.0,On Delivery,59.1,442.93,0.45,1.0,75085.38,43384.73
SHP01986,China,South Africa,Agricultural,843890.0,4612.0,7438.0,Road,Qingdao,Tema,26.0,On-Time,8284.0,On Delivery,56.21,635.88,0.28,0.0,6098.94,6903.4
SHP01987,China,Ethiopia,Agricultural,260300.0,1885.0,111446.0,Road,Beijing,Lagos,23.0,On-Time,112190.0,Credit,44.82,1780.9,0.07,0.0,7373.66,5949.64
SHP01988,China,South Africa,Minerals,260300.0,707.0,114591.0,Rail,Shanghai,Addis Ababa,26.0,Delayed,113812.0,Prepaid,51.48,754.37,0.36,0.0,8799.97,3979.37
SHP01989,China,South Africa,Textiles,843890.0,3998.0,99048.0,Road,Guangzhou,Tema,7.0,Delayed,98135.0,Prepaid,39.29,953.66,0.07,0.0,2196.82,2870.33
SHP01990,China,Kenya,Electronics,843890.0,3679.0,86163.0,Air,Qingdao,Tema,15.0,Delayed,86635.0,Credit,31.29,1221.07,0.19,0.0,5865.29,57242.47
SHP01991,China,Egypt,Electronics,100610.0,2355.0,29259.0,Road,Guangzhou,Addis Ababa,14.0,On-Time,29925.0,On Delivery,51.16,52.01,0.15,0.0,3881.67,2470.71
SHP01992,China,South Africa,Electronics,100610.0,443.0,124466.0,Rail,Guangzhou,Durban,21.0,On-Time,124869.0,On Delivery,34.79,1268.96,0.06,0.0,327.09,343.75
SHP01993,China,Egypt,Machinery,843890.0,4311.0,125848.0,Rail,Shanghai,Lagos,24.0,On-Time,126373.0,On Delivery,6.39,1404.55,0.1,0.0,148337.22,144425.09
SHP01994,China,Nigeria,Machinery,100610.0,1372.0,55799.0,Rail,Beijing,Durban,37.0,On-Time,56317.0,On Delivery,10.64,2938.29,0.14,0.0,21148.23,7273.82
SHP01995,China,South Africa,Textiles,843890.0,138.0,45144.0,Air,Beijing,Dar es Salaam,17.0,On-Time,45043.0,Credit,53.29,1565.7,0.15,0.0,110.55,1263.14
SHP01996,China,Ethiopia,Textiles,843890.0,3010.0,52431.0,Ship,Guangzhou,Tema,36.0,On-Time,52292.0,Credit,26.84,458.69,0.14,0.0,2183.95,582.45
SHP01997,China,Egypt,Machinery,520942.0,3349.0,140875.0,Air,Beijing,Lagos,20.0,On-Time,141511.0,On Delivery,33.64,1536.42,0.32,0.0,161638.09,1514481.11
SHP01998,China,Ethiopia,Minerals,100610.0,3716.0,119090.0,Rail,Qingdao,Tema,17.0,On-Time,119474.0,Credit,64.97,34.38,0.13,0.0,22423.72,11721.08
SHP01999,China,Kenya,Agricultural,847130.0,3194.0,107614.0,Ship,Beijing,Lagos,6.0,On-Time,107710.0,Prepaid,61.82,1822.46,0.43,1.0,3922.93,1925.1
SHP02000,China,Ethiopia,Electronics,843890.0,2722.0,32924.0,Road,Guangzhou,Durban,36.0,On-Time,33605.0,On Delivery,35.5,1420.76,0.16,0.0,2513.17,2413.12
SHP02001,China,Egypt,Minerals,843890.0,737.0,83711.0,Rail,Beijing,Durban,7.0,On-Time,83938.0,Credit,3.58,2020.49,0.41,1.0,6578.16,5056.34
SHP02002,China,Ethiopia,Minerals,100610.0,2174.0,60256.0,Road,Qingdao,Cairo,32.0,Delayed,60542.0,Prepaid,19.16,287.2,0.16,0.0,18923.98,11296.52
SHP02003,China,Egypt,Textiles,260300.0,1303.0,135424.0,Road,Guangzhou,Tema,32.0,On-Time,135038.0,Credit,31.19,1379.45,0.49,1.0,1205.28,1214.72
SHP02004,China,Ethiopia,Electronics,260300.0,1950.0,27064.0,Ship,Shanghai,Addis Ababa,34.0,On-Time,27776.0,On Delivery,35.48,1385.56,0.36,0.0,1704.92,1038.12
SHP02005,China,Ethiopia,Agricultural,843890.0,4956.0,55530.0,Rail,Shenzhen,Cairo,14.0,On-Time,54991.0,Prepaid,17.5,1629.47,0.12,0.0,10347.13,7073.41
SHP02006,China,Kenya,Electronics,260300.0,4674.0,68627.0,Air,Shenzhen,Tema,24.0,Delayed,68996.0,Prepaid,25.84,773.44,0.14,0.0,7661.14,74092.2
SHP02007,China,Egypt,Machinery,847130.0,740.0,57620.0,Air,Shanghai,Tema,20.0,Delayed,58513.0,Prepaid,61.87,2683.66,0.27,0.0,20712.3,148163.64
SHP02008,China,Tanzania,Electronics,520942.0,3359.0,97162.0,Ship,Qingdao,Mombasa,21.0,On-Time,98028.0,Prepaid,34.96,2105.99,0.49,1.0,5592.96,2715.23
SHP02009,China,South Africa,Textiles,260300.0,2152.0,102229.0,Road,Shenzhen,Dar es Salaam,21.0,On-Time,101341.0,On Delivery,1.62,297.51,0.06,1.0,542.93,725.22
SHP02010,China,Tanzania,Electronics,100610.0,1360.0,95266.0,Road,Guangzhou,Dar es Salaam,39.0,Delayed,95528.0,On Delivery,53.71,1750.26,0.08,1.0,1674.65,2867.22
SHP02011,China,Tanzania,Minerals,100610.0,236.0,53167.0,Road,Beijing,Tema,9.0,On-Time,53906.0,Credit,59.81,1302.93,0.38,0.0,1298.99,1986.31
SHP02012,China,Ethiopia,Textiles,520942.0,4856.0,102081.0,Air,Beijing,Tema,15.0,On-Time,102431.0,Prepaid,36.66,1279.12,0.45,1.0,1214.6,8221.85
SHP02013,China,Nigeria,Machinery,100610.0,3018.0,107876.0,Air,Beijing,Dar es Salaam,14.0,Delayed,107811.0,Prepaid,21.3,2399.79,0.15,0.0,139605.13,1316563.1
SHP02014,China,Ethiopia,Minerals,100610.0,2473.0,71968.0,Air,Shenzhen,Lagos,9.0,On-Time,71207.0,Prepaid,33.93,2488.71,0.37,0.0,17530.31,162036.0
SHP02015,China,Nigeria,Agricultural,260300.0,2076.0,113722.0,Air,Shanghai,Lagos,19.0,On-Time,113866.0,Credit,27.93,2312.46,0.41,1.0,6497.22,39520.28
SHP02016,China,Kenya,Machinery,100610.0,1746.0,129790.0,Rail,Qingdao,Addis Ababa,16.0,On-Time,130389.0,On Delivery,52.37,745.67,0.12,0.0,46170.92,34188.12
SHP02017,China,Ethiopia,Agricultural,100610.0,1573.0,43002.0,Ship,Shenzhen,Durban,3.0,On-Time,43625.0,On Delivery,32.29,2069.57,0.04,0.0,3758.48,515.12
SHP02018,China,Nigeria,Electronics,100610.0,1214.0,138054.0,Road,Shanghai,Cairo,37.0,On-Time,137740.0,On Delivery,16.38,200.09,0.39,0.0,2245.6,3371.72
SHP02019,China,Kenya,Agricultural,520942.0,4987.0,27592.0,Ship,Guangzhou,Durban,7.0,On-Time,27665.0,On Delivery,49.78,470.43,0.33,0.0,5422.33,990.81
SHP02020,China,Egypt,Agricultural,847130.0,1603.0,73225.0,Rail,Shenzhen,Lagos,15.0,On-Time,73704.0,On Delivery,56.65,1911.98,0.44,1.0,5859.22,2198.21
SHP02021,China,South Africa,Textiles,520942.0,3837.0,36368.0,Ship,Shenzhen,Tema,39.0,On-Time,36409.0,Prepaid,31.51,2329.04,0.36,0.0,3724.64,1358.73
SHP02022,China,Ghana,Electronics,520942.0,4485.0,43418.0,Air,Beijing,Durban,38.0,On-Time,42491.0,On Delivery,6.97,449.28,0.02,0.0,6011.03,47774.63
SHP02023,China,South Africa,Minerals,847130.0,1811.0,37326.0,Rail,Guangzhou,Addis Ababa,32.0,Delayed,37525.0,On Delivery,59.44,976.13,0.3,0.0,34503.78,31319.64
SHP02024,China,Tanzania,Textiles,843890.0,3115.0,100066.0,Ship,Qingdao,Lagos,23.0,On-Time,100472.0,Credit,17.98,923.47,0.48,1.0,753.23,598.85
SHP02025,China,Nigeria,Machinery,260300.0,4840.0,135661.0,Rail,Shanghai,Mombasa,10.0,On-Time,136274.0,Prepaid,14.55,2947.86,0.41,1.0,129478.39,78776.87
SHP02026,China,Ethiopia,Minerals,520942.0,2025.0,74939.0,Rail,Qingdao,Cairo,36.0,On-Time,75279.0,Credit,26.43,391.64,0.23,0.0,18027.29,6530.97
SHP02027,China,Ghana,Agricultural,520942.0,1927.0,129703.0,Air,Qingdao,Addis Ababa,21.0,On-Time,129919.0,On Delivery,19.27,1748.0,0.23,0.0,7560.17,66328.06
SHP02028,China,Ghana,Textiles,260300.0,1643.0,142662.0,Ship,Guangzhou,Addis Ababa,11.0,On-Time,143309.0,Credit,37.38,2833.33,0.09,0.0,1618.42,637.72
SHP02029,China,South Africa,Agricultural,260300.0,164.0,113286.0,Road,Shanghai,Durban,37.0,On-Time,114258.0,On Delivery,54.9,2625.27,0.36,0.0,332.28,684.97
SHP02030,China,Kenya,Agricultural,260300.0,681.0,115180.0,Rail,Guangzhou,Cairo,32.0,On-Time,115696.0,On Delivery,59.31,2020.66,0.16,0.0,2462.97,1592.09
SHP02031,China,Ghana,Machinery,260300.0,2298.0,129773.0,Rail,Beijing,Dar es Salaam,21.0,On-Time,129035.0,Credit,15.66,1024.29,0.3,0.0,41189.13,27052.09
SHP02032,China,Kenya,Minerals,843890.0,3512.0,121936.0,Road,Shanghai,Addis Ababa,32.0,On-Time,122173.0,Credit,54.62,2427.43,0.29,0.0,47341.6,40024.43
SHP02033,China,South Africa,Electronics,847130.0,1837.0,80974.0,Air,Qingdao,Addis Ababa,22.0,On-Time,81288.0,On Delivery,9.51,1818.85,0.49,1.0,2196.87,19519.63
SHP02034,China,Kenya,Minerals,843890.0,4440.0,33491.0,Ship,Beijing,Dar es Salaam,19.0,On-Time,32955.0,Prepaid,42.16,626.39,0.14,0.0,86935.55,27797.03
SHP02035,China,Nigeria,Agricultural,847130.0,3804.0,93091.0,Air,Guangzhou,Mombasa,18.0,On-Time,93881.0,Prepaid,56.29,1833.47,0.12,0.0,13063.35,122769.6
SHP02036,China,Ethiopia,Electronics,843890.0,3172.0,14327.0,Road,Beijing,Tema,28.0,Delayed,15105.0,Prepaid,15.01,2853.52,0.27,0.0,3248.95,3670.42
SHP02037,China,Tanzania,Machinery,100610.0,4478.0,78065.0,Road,Shanghai,Tema,28.0,On-Time,77125.0,Credit,2.11,1037.56,0.25,0.0,65216.84,48427.14
SHP02038,China,Kenya,Agricultural,260300.0,2313.0,96724.0,Ship,Shanghai,Mombasa,4.0,Delayed,96439.0,Credit,25.3,1887.26,0.03,0.0,3712.34,1675.05
SHP02039,China,Ethiopia,Machinery,843890.0,4892.0,87607.0,Ship,Shenzhen,Addis Ababa,21.0,On-Time,86848.0,Prepaid,28.33,2412.26,0.44,1.0,93010.02,30241.78
SHP02040,China,Kenya,Agricultural,843890.0,533.0,118023.0,Air,Guangzhou,Durban,39.0,Delayed,118520.0,Credit,35.52,1635.04,0.48,1.0,1068.06,6834.89
SHP02041,China,Kenya,Textiles,100610.0,81.0,95288.0,Ship,Shenzhen,Dar es Salaam,23.0,On-Time,94314.0,On Delivery,68.03,1120.24,0.19,1.0,71.32,254.92
SHP02042,China,Ethiopia,Machinery,847130.0,115.0,17420.0,Air,Beijing,Mombasa,11.0,On-Time,16501.0,Prepaid,54.25,2907.19,0.39,0.0,3731.62,25442.42
SHP02043,China,South Africa,Textiles,847130.0,1798.0,68620.0,Rail,Shanghai,Dar es Salaam,31.0,Delayed,68494.0,Prepaid,3.95,2301.34,0.34,0.0,1112.45,1301.29
SHP02044,China,Egypt,Textiles,847130.0,4379.0,126403.0,Road,Shanghai,Dar es Salaam,8.0,On-Time,126173.0,Prepaid,37.4,2744.87,0.49,1.0,1277.86,1298.18
SHP02045,China,Egypt,Machinery,847130.0,3264.0,110147.0,Road,Guangzhou,Addis Ababa,34.0,Delayed,110140.0,On Delivery,27.5,149.37,0.34,0.0,144939.84,178100.21
SHP02046,China,Egypt,Agricultural,260300.0,156.0,70252.0,Road,Shenzhen,Dar es Salaam,35.0,On-Time,69800.0,Credit,23.99,2610.79,0.38,0.0,607.04,711.51
SHP02047,China,Nigeria,Textiles,843890.0,1561.0,5018.0,Air,Guangzhou,Tema,29.0,On-Time,5302.0,Prepaid,47.89,2843.93,0.32,0.0,396.7,3059.01
SHP02048,China,Ethiopia,Electronics,843890.0,4769.0,149015.0,Ship,Qingdao,Addis Ababa,9.0,On-Time,148419.0,Credit,4.91,1574.71,0.03,0.0,7448.0,3764.07
SHP02049,China,Egypt,Electronics,847130.0,4153.0,30280.0,Ship,Beijing,Dar es Salaam,9.0,On-Time,29810.0,On Delivery,69.32,970.88,0.42,1.0,5462.47,2402.72
SHP02050,China,Tanzania,Agricultural,843890.0,1765.0,28233.0,Road,Qingdao,Lagos,6.0,On-Time,28993.0,Prepaid,12.05,2729.86,0.47,1.0,2341.98,1605.57
SHP02051,China,Kenya,Electronics,260300.0,3286.0,20611.0,Rail,Shenzhen,Cairo,13.0,On-Time,20099.0,Credit,35.48,1046.48,0.21,0.0,3901.96,2059.26
SHP02052,China,Nigeria,Agricultural,100610.0,1165.0,23165.0,Rail,Shanghai,Tema,13.0,On-Time,23432.0,Prepaid,31.66,431.68,0.32,0.0,3423.68,1947.53
SHP02053,China,Egypt,Agricultural,847130.0,2194.0,92457.0,Air,Guangzhou,Durban,11.0,On-Time,92005.0,On Delivery,24.44,2759.08,0.33,0.0,3648.84,30219.6
SHP02054,China,South Africa,Minerals,847130.0,2232.0,134677.0,Air,Qingdao,Cairo,8.0,On-Time,135199.0,Prepaid,37.45,1800.92,0.29,0.0,42821.97,376269.88
SHP02055,China,Kenya,Agricultural,843890.0,4937.0,124362.0,Road,Shenzhen,Mombasa,6.0,Delayed,124675.0,On Delivery,53.62,2553.09,0.14,0.0,21722.31,27202.6
SHP02056,China,South Africa,Machinery,847130.0,3555.0,59781.0,Air,Shanghai,Mombasa,25.0,On-Time,59413.0,Credit,32.9,2546.64,0.38,0.0,130684.98,986839.3
SHP02057,China,Tanzania,Textiles,520942.0,410.0,103231.0,Ship,Beijing,Mombasa,36.0,On-Time,103161.0,Credit,62.42,2315.08,0.21,0.0,233.63,459.14
SHP02058,China,Kenya,Textiles,520942.0,927.0,117079.0,Rail,Shenzhen,Cairo,6.0,On-Time,117853.0,Credit,24.93,1009.19,0.49,1.0,490.77,357.38
SHP02059,China,Ghana,Agricultural,100610.0,2371.0,50900.0,Road,Beijing,Durban,24.0,On-Time,50038.0,Credit,45.36,2971.25,0.44,1.0,8544.83,5570.95
SHP02060,China,Tanzania,Minerals,100610.0,4369.0,108693.0,Ship,Shenzhen,Mombasa,31.0,On-Time,109157.0,Prepaid,51.77,2984.29,0.41,1.0,57589.88,19071.44
SHP02061,China,Ethiopia,Minerals,843890.0,660.0,39311.0,Rail,Qingdao,Dar es Salaam,22.0,Delayed,39227.0,Credit,29.95,563.81,0.06,0.0,3916.5,4005.73
SHP02062,China,Nigeria,Machinery,100610.0,2322.0,46811.0,Road,Shenzhen,Lagos,18.0,On-Time,47235.0,Credit,54.1,2559.51,0.39,0.0,70821.25,91751.43
SHP02063,China,Kenya,Minerals,520942.0,1783.0,72078.0,Air,Shenzhen,Dar es Salaam,13.0,On-Time,72161.0,On Delivery,16.55,1056.87,0.02,0.0,30482.26,240741.82
SHP02064,China,Kenya,Agricultural,260300.0,3115.0,11028.0,Rail,Shenzhen,Durban,10.0,Delayed,11688.0,Prepaid,62.41,1042.47,0.19,0.0,8837.13,6752.27
SHP02065,China,Kenya,Minerals,520942.0,4221.0,68804.0,Air,Shenzhen,Lagos,4.0,On-Time,67993.0,Prepaid,58.57,140.28,0.33,0.0,24394.63,235516.73
SHP02066,China,Ghana,Agricultural,260300.0,849.0,126691.0,Air,Shanghai,Mombasa,17.0,On-Time,126343.0,Prepaid,23.1,1541.32,0.13,0.0,3519.2,25303.12
SHP02067,China,Ethiopia,Electronics,847130.0,3487.0,108018.0,Ship,Beijing,Addis Ababa,30.0,On-Time,107809.0,Credit,2.71,807.7,0.19,0.0,2796.73,950.4
SHP02068,China,Egypt,Agricultural,100610.0,3771.0,15101.0,Rail,Beijing,Addis Ababa,10.0,On-Time,14107.0,Prepaid,43.62,2467.98,0.28,0.0,7672.04,7649.82
SHP02069,China,Ghana,Electronics,847130.0,4561.0,24215.0,Air,Shanghai,Tema,11.0,On-Time,24229.0,On Delivery,63.09,2170.81,0.02,0.0,3407.34,31856.92
SHP02070,China,Ghana,Electronics,260300.0,3589.0,146630.0,Rail,Guangzhou,Dar es Salaam,17.0,Delayed,147383.0,On Delivery,22.21,2959.98,0.14,0.0,3572.21,2049.45
SHP02071,China,Kenya,Machinery,260300.0,1704.0,83277.0,Rail,Guangzhou,Tema,12.0,On-Time,83205.0,Credit,39.38,1947.92,0.2,0.0,68620.18,42983.35
SHP02072,China,Nigeria,Minerals,260300.0,835.0,85123.0,Rail,Guangzhou,Dar es Salaam,6.0,On-Time,85385.0,On Delivery,13.2,114.94,0.1,0.0,10680.31,6367.31
SHP02073,China,Egypt,Electronics,843890.0,3301.0,62728.0,Road,Beijing,Mombasa,25.0,On-Time,62489.0,Prepaid,48.27,925.81,0.28,0.0,2664.97,1979.82
SHP02074,China,Tanzania,Agricultural,260300.0,2815.0,55374.0,Road,Guangzhou,Durban,25.0,On-Time,56225.0,On Delivery,47.78,2361.59,0.48,1.0,12699.37,18763.39
SHP02075,China,Kenya,Textiles,843890.0,927.0,109139.0,Road,Guangzhou,Addis Ababa,5.0,Delayed,109295.0,Credit,22.22,399.65,0.2,0.0,837.7,807.54
SHP02076,China,Tanzania,Electronics,100610.0,4451.0,73831.0,Road,Beijing,Durban,10.0,Delayed,72904.0,Credit,41.53,1111.97,0.18,0.0,8037.92,11154.79
SHP02077,China,Egypt,Textiles,520942.0,4338.0,6085.0,Air,Guangzhou,Mombasa,22.0,On-Time,5494.0,Prepaid,56.82,2899.6,0.32,0.0,1696.32,10307.64
SHP02078,China,Kenya,Textiles,847130.0,2398.0,75410.0,Air,Qingdao,Addis Ababa,10.0,On-Time,75083.0,Prepaid,69.18,1318.06,0.04,1.0,1345.26,10511.44
SHP02079,China,Ghana,Textiles,843890.0,2044.0,142175.0,Air,Qingdao,Dar es Salaam,7.0,On-Time,142246.0,Prepaid,25.17,1119.5,0.31,0.0,2019.46,10409.25
SHP02080,China,Ghana,Textiles,260300.0,377.0,145060.0,Road,Shanghai,Cairo,27.0,On-Time,144989.0,On Delivery,38.14,1668.7,0.06,0.0,308.24,659.68
SHP02081,China,South Africa,Agricultural,100610.0,422.0,147957.0,Rail,Guangzhou,Tema,7.0,On-Time,148099.0,Credit,14.39,313.03,0.22,0.0,467.86,400.61
SHP02082,China,Ghana,Textiles,843890.0,3994.0,149143.0,Road,Shenzhen,Mombasa,23.0,Delayed,148274.0,Credit,9.27,1304.01,0.23,0.0,1007.14,1363.63
SHP02083,China,South Africa,Machinery,100610.0,3560.0,33223.0,Road,Beijing,Durban,11.0,On-Time,33839.0,Credit,61.27,907.69,0.09,0.0,101663.83,56200.06
SHP02084,China,Kenya,Textiles,847130.0,2926.0,70615.0,Rail,Shanghai,Tema,28.0,On-Time,70533.0,Prepaid,20.33,2034.45,0.03,0.0,2713.5,1494.91
SHP02085,China,Ghana,Machinery,847130.0,268.0,137019.0,Rail,Qingdao,Cairo,24.0,Delayed,136953.0,Prepaid,36.27,1659.04,0.36,0.0,8454.88,3216.39
SHP02086,China,South Africa,Machinery,520942.0,4255.0,92091.0,Road,Qingdao,Dar es Salaam,39.0,Delayed,93084.0,Prepaid,29.58,2040.52,0.49,1.0,127277.69,100801.19
SHP02087,China,Kenya,Textiles,520942.0,2602.0,57763.0,Rail,Shenzhen,Dar es Salaam,4.0,On-Time,57077.0,Credit,65.65,2879.46,0.48,1.0,739.95,586.98
SHP02088,China,Nigeria,Minerals,100610.0,3286.0,35312.0,Road,Shenzhen,Addis Ababa,26.0,On-Time,35849.0,Credit,54.58,2220.77,0.27,0.0,48802.69,52292.74
SHP02089,China,Tanzania,Machinery,260300.0,3932.0,97024.0,Ship,Shenzhen,Mombasa,11.0,On-Time,97110.0,On Delivery,29.07,568.01,0.28,0.0,168620.39,58260.42
SHP02090,China,Egypt,Minerals,843890.0,3654.0,91314.0,Road,Qingdao,Mombasa,11.0,On-Time,90848.0,On Delivery,63.81,680.53,0.1,0.0,39120.82,41157.57
SHP02091,China,Kenya,Textiles,100610.0,3058.0,95938.0,Ship,Shanghai,Cairo,30.0,On-Time,96294.0,Credit,4.1,1856.78,0.07,0.0,2509.06,824.92
SHP02092,China,Tanzania,Minerals,100610.0,2183.0,112535.0,Ship,Guangzhou,Mombasa,26.0,On-Time,111804.0,On Delivery,10.22,189.69,0.5,1.0,42496.79,8665.99
SHP02093,China,Nigeria,Machinery,843890.0,4312.0,148659.0,Ship,Guangzhou,Addis Ababa,30.0,On-Time,148220.0,On Delivery,2.66,1568.68,0.17,0.0,78265.64,12417.39
SHP02094,China,Nigeria,Electronics,847130.0,2749.0,96663.0,Ship,Guangzhou,Addis Ababa,38.0,On-Time,97352.0,Credit,36.28,2078.86,0.32,0.0,3532.45,1932.97
SHP02095,China,Tanzania,Textiles,260300.0,630.0,104846.0,Road,Guangzhou,Tema,38.0,On-Time,104323.0,Credit,36.62,2792.47,0.37,0.0,270.72,682.25
SHP02096,China,Ghana,Agricultural,100610.0,4641.0,56714.0,Road,Beijing,Dar es Salaam,17.0,On-Time,55765.0,On Delivery,18.38,1187.6,0.34,0.0,19359.55,13460.54
SHP02097,China,Kenya,Minerals,260300.0,3998.0,140362.0,Air,Guangzhou,Durban,23.0,On-Time,139895.0,Prepaid,35.9,1939.07,0.11,0.0,54628.27,321774.56
SHP02098,China,South Africa,Machinery,847130.0,4376.0,50534.0,Air,Qingdao,Mombasa,19.0,On-Time,49811.0,On Delivery,23.29,457.58,0.15,0.0,154837.31,1450268.97
SHP02099,China,Egypt,Machinery,100610.0,797.0,46423.0,Road,Qingdao,Lagos,9.0,On-Time,45477.0,Credit,30.26,586.73,0.21,0.0,33407.5,41606.53
SHP02100,China,Nigeria,Agricultural,260300.0,2858.0,18851.0,Rail,Shanghai,Dar es Salaam,35.0,On-Time,18135.0,Prepaid,3.05,2793.41,0.35,0.0,7384.73,5974.06
SHP02101,China,South Africa,Minerals,260300.0,2217.0,47136.0,Rail,Guangzhou,Addis Ababa,6.0,On-Time,47302.0,Prepaid,30.26,2669.69,0.22,0.0,41516.32,24338.95
SHP02102,China,South Africa,Electronics,843890.0,209.0,110547.0,Rail,Qingdao,Cairo,37.0,On-Time,110602.0,Credit,48.38,1406.34,0.06,0.0,271.6,501.29
SHP02103,China,Tanzania,Minerals,100610.0,4497.0,5925.0,Air,Shanghai,Cairo,18.0,On-Time,6910.0,Prepaid,12.47,28.15,0.22,0.0,33139.84,328173.41
SHP02104,China,Kenya,Agricultural,100610.0,2925.0,5059.0,Rail,Shanghai,Addis Ababa,31.0,On-Time,4059.0,On Delivery,15.55,2147.88,0.41,1.0,11067.02,9806.25
SHP02105,China,Ghana,Machinery,100610.0,757.0,10277.0,Rail,Guangzhou,Lagos,22.0,Delayed,10883.0,On Delivery,52.16,1816.98,0.2,0.0,31589.95,16370.22
SHP02106,China,Tanzania,Electronics,520942.0,658.0,54460.0,Rail,Guangzhou,Cairo,19.0,On-Time,53776.0,Credit,36.38,2023.07,0.3,0.0,641.64,763.17
SHP02107,China,Ghana,Textiles,843890.0,569.0,149973.0,Ship,Qingdao,Tema,6.0,On-Time,149978.0,On Delivery,18.67,691.41,0.13,0.0,503.99,263.4
SHP02108,China,Ethiopia,Agricultural,847130.0,4103.0,130592.0,Road,Qingdao,Addis Ababa,16.0,On-Time,131309.0,Prepaid,6.41,2830.79,0.39,0.0,18974.62,15284.3
SHP02109,China,Tanzania,Agricultural,847130.0,2374.0,96956.0,Road,Shenzhen,Tema,21.0,On-Time,96471.0,Prepaid,34.75,607.25,0.07,0.0,5003.49,4846.0
SHP02110,China,Ghana,Agricultural,520942.0,288.0,34715.0,Road,Shanghai,Durban,35.0,On-Time,34096.0,Credit,44.59,1259.17,0.22,0.0,1421.02,1324.75
SHP02111,China,Ghana,Textiles,100610.0,1322.0,124828.0,Road,Shanghai,Lagos,23.0,Delayed,123938.0,Prepaid,62.4,2508.18,0.31,0.0,413.22,482.5
SHP02112,China,Kenya,Textiles,100610.0,483.0,137475.0,Air,Qingdao,Dar es Salaam,14.0,On-Time,137257.0,On Delivery,65.81,1823.96,0.09,1.0,174.66,1644.49
SHP02113,China,Egypt,Minerals,100610.0,3383.0,52830.0,Air,Shanghai,Tema,5.0,On-Time,52256.0,On Delivery,59.21,754.95,0.45,1.0,26263.49,166496.42
SHP02114,China,Tanzania,Textiles,847130.0,1294.0,142095.0,Ship,Shenzhen,Mombasa,28.0,Delayed,142592.0,Prepaid,38.8,619.68,0.35,0.0,1184.26,786.89
SHP02115,China,Egypt,Machinery,260300.0,4384.0,8261.0,Ship,Beijing,Cairo,25.0,On-Time,7954.0,Prepaid,69.35,1125.92,0.38,1.0,158576.74,79259.83
SHP02116,China,Tanzania,Minerals,100610.0,4221.0,47399.0,Road,Shanghai,Lagos,13.0,On-Time,48197.0,On Delivery,39.89,1752.25,0.24,0.0,30735.48,17852.69
SHP02117,China,Egypt,Minerals,100610.0,860.0,93672.0,Rail,Shenzhen,Mombasa,3.0,On-Time,93914.0,On Delivery,40.27,137.99,0.4,0.0,9980.17,6328.73
SHP02118,China,Kenya,Agricultural,847130.0,2579.0,142493.0,Ship,Shenzhen,Tema,18.0,On-Time,141848.0,Prepaid,31.76,2229.66,0.28,0.0,8926.41,3936.46
SHP02119,China,Ghana,Minerals,260300.0,2956.0,42077.0,Ship,Shenzhen,Durban,3.0,On-Time,42645.0,On Delivery,42.88,2971.93,0.14,0.0,18480.8,7710.26
SHP02120,China,Nigeria,Machinery,520942.0,1097.0,143160.0,Ship,Guangzhou,Addis Ababa,13.0,On-Time,142832.0,On Delivery,48.66,820.79,0.42,1.0,49690.43,20204.88
SHP02121,China,Ethiopia,Minerals,847130.0,4594.0,116201.0,Ship,Qingdao,Tema,20.0,On-Time,115636.0,On Delivery,61.86,916.09,0.33,0.0,78346.32,18971.62
SHP02122,China,Tanzania,Machinery,843890.0,4945.0,138866.0,Road,Guangzhou,Durban,7.0,On-Time,139334.0,Credit,47.9,2184.63,0.34,0.0,149379.9,142556.5
SHP02123,China,Egypt,Minerals,520942.0,1708.0,111759.0,Road,Guangzhou,Mombasa,26.0,On-Time,112015.0,On Delivery,29.92,1606.31,0.02,0.0,33317.78,36741.91
SHP02124,China,Egypt,Textiles,847130.0,322.0,12081.0,Air,Beijing,Addis Ababa,5.0,On-Time,12573.0,Prepaid,6.01,1408.19,0.33,0.0,172.02,1747.79
SHP02125,China,Tanzania,Electronics,843890.0,2472.0,88845.0,Air,Shenzhen,Mombasa,38.0,On-Time,89401.0,On Delivery,5.08,2229.7,0.09,0.0,4885.08,32805.87
SHP02126,China,Tanzania,Agricultural,260300.0,2165.0,110578.0,Ship,Qingdao,Dar es Salaam,18.0,On-Time,110793.0,Credit,11.83,43.51,0.06,0.0,7949.19,3910.22
